Node 1 (id), Node 1 (label), Node 1 (longtitude), Node 1 (latitude),Node 2 (id), Node 2 (label), Node 2 (longtitude), Node 2 (latitude),Distance (km), Delay (mks)
14,Guiyang,106.71667,26.58333,16,Chengdu,104.06667,30.66667,268.17433806891364,1295.282052872853
14,Guiyang,106.71667,26.58333,28,Guangzhou,113.25,23.11667,403.6927700758406,1949.8360794663101
15,Chongqing,106.55278,29.56278,16,Chengdu,104.06667,30.66667,146.90903482907814,709.5706382244474
15,Chongqing,106.55278,29.56278,28,Guangzhou,113.25,23.11667,509.75044510881764,2462.0946498755893
16,Chengdu,104.06667,30.66667,0,Lhasa,91.1,29.65,698.3542650619604,3373.051100249269
16,Chengdu,104.06667,30.66667,8,Shanghai,121.45806,31.22222,932.3228607544584,4503.119417444034
16,Chengdu,104.06667,30.66667,14,Guiyang,106.71667,26.58333,268.17433806891364,1295.282052872853
16,Chengdu,104.06667,30.66667,15,Chongqing,106.55278,29.56278,146.90903482907814,709.5706382244474
16,Chengdu,104.06667,30.66667,27,Nanjing,118.77778,32.06167,791.2200107723529,3821.5926520304647
16,Chengdu,104.06667,30.66667,28,Guangzhou,113.25,23.11667,650.134183869143,3140.1481080879607
17,Kunming,102.71833,25.03889,28,Guangzhou,113.25,23.11667,582.5268008205941,2813.6044479634693
18,Xi'an,108.92861,34.25833,1,Lanzhou,103.79222,36.05639,290.00397916166725,1400.7192193508529
18,Xi'an,108.92861,34.25833,6,Taiyuan,112.56028,37.86944,277.7869869318284,1341.7111468807311
18,Xi'an,108.92861,34.25833,8,Shanghai,121.45806,31.22222,689.3026766152194,3329.3319280515097
18,Xi'an,108.92861,34.25833,25,Wuhan,114.26667,30.58333,350.6459811684498,1693.6200890436126
18,Xi'an,108.92861,34.25833,27,Nanjing,118.77778,32.06167,538.8212860590755,2602.5068116653347
18,Xi'an,108.92861,34.25833,28,Guangzhou,113.25,23.11667,661.6990807596673,3196.006560069193
18,Xi'an,108.92861,34.25833,32,Xining,101.76667,36.61667,401.306301525866,1938.3094363699327
18,Xi'an,108.92861,34.25833,33,Urumqi,87.58333,43.8,1237.4272452159132,5976.773594392861
18,Xi'an,108.92861,34.25833,39,Beijing,116.39723,39.9075,503.5719470622761,2432.2525043107935
18,Xi'an,108.92861,34.25833,40,Hohhot,111.65222,40.81056,391.47674390473935,1890.832673059891
18,Xi'an,108.92861,34.25833,41,Yinchuan,106.27306,38.46806,272.85953469288785,1317.9115525666484
19,Zhengzhou,113.64861,34.75778,39,Beijing,116.39723,39.9075,320.827078866858,1549.5947909269241
22,Haikou,110.34167,20.04583,25,Wuhan,114.26667,30.58333,623.3189514360739,3010.630535436237
22,Haikou,110.34167,20.04583,28,Guangzhou,113.25,23.11667,233.1874876118199,1126.2955651650902
23,Hong Kong,100.51803,30.13062,8,Shanghai,121.45806,31.22222,1124.2691658893716,5430.220071245665
23,Hong Kong,100.51803,30.13062,28,Guangzhou,113.25,23.11667,791.4396715064502,3822.653613376154
23,Hong Kong,100.51803,30.13062,39,Beijing,116.39723,39.9075,1001.8316704590965,4838.846968317436
24,Hangzhou,120.16889,30.25528,8,Shanghai,121.45806,31.22222,87.55802411671478,422.9052564837324
25,Wuhan,114.26667,30.58333,8,Shanghai,121.45806,31.22222,387.00064235041754,1869.2131025525168
25,Wuhan,114.26667,30.58333,13,Changsha,112.96667,28.2,149.81869022672,723.6242737950577
25,Wuhan,114.26667,30.58333,18,Xi'an,108.92861,34.25833,350.6459811684498,1693.6200890436126
25,Wuhan,114.26667,30.58333,22,Haikou,110.34167,20.04583,623.3189514360739,3010.630535436237
25,Wuhan,114.26667,30.58333,27,Nanjing,118.77778,32.06167,255.09565092256491,1232.1119939559885
25,Wuhan,114.26667,30.58333,39,Beijing,116.39723,39.9075,530.5419903970881,2562.517813617935
26,Hefei,117.28083,31.86389,8,Shanghai,121.45806,31.22222,226.32824780049307,1093.1654368763816
27,Nanjing,118.77778,32.06167,8,Shanghai,121.45806,31.22222,150.77627726898547,728.2494192091998
27,Nanjing,118.77778,32.06167,9,Suzhou,120.61806,31.31139,106.90218251266677,516.3375415361805
27,Nanjing,118.77778,32.06167,16,Chengdu,104.06667,30.66667,791.2200107723529,3821.5926520304647
27,Nanjing,118.77778,32.06167,18,Xi'an,108.92861,34.25833,538.8212860590755,2602.5068116653347
27,Nanjing,118.77778,32.06167,25,Wuhan,114.26667,30.58333,255.09565092256491,1232.1119939559885
27,Nanjing,118.77778,32.06167,30,Fuzhou,119.30611,26.06139,334.809610090227,1617.1304167357964
27,Nanjing,118.77778,32.06167,39,Beijing,116.39723,39.9075,453.9991911980299,2192.8160934864845
28,Guangzhou,113.25,23.11667,8,Shanghai,121.45806,31.22222,632.2547915775148,3053.790643319396
28,Guangzhou,113.25,23.11667,12,Nanning,108.31667,22.81667,269.3063563292676,1300.7497010703626
28,Guangzhou,113.25,23.11667,14,Guiyang,106.71667,26.58333,403.6927700758406,1949.8360794663101
28,Guangzhou,113.25,23.11667,15,Chongqing,106.55278,29.56278,509.75044510881764,2462.0946498755893
28,Guangzhou,113.25,23.11667,16,Chengdu,104.06667,30.66667,650.134183869143,3140.1481080879607
28,Guangzhou,113.25,23.11667,17,Kunming,102.71833,25.03889,582.5268008205941,2813.6044479634693
28,Guangzhou,113.25,23.11667,18,Xi'an,108.92861,34.25833,661.6990807596673,3196.006560069193
28,Guangzhou,113.25,23.11667,22,Haikou,110.34167,20.04583,233.1874876118199,1126.2955651650902
28,Guangzhou,113.25,23.11667,23,Hong Kong,100.51803,30.13062,791.4396715064502,3822.653613376154
28,Guangzhou,113.25,23.11667,29,Xiamen,118.08187,24.47979,273.57145712598793,1321.3501379185218
28,Guangzhou,113.25,23.11667,38,Tianjin,117.17667,39.14222,915.4152073230503,4421.455451370332
28,Guangzhou,113.25,23.11667,39,Beijing,116.39723,39.9075,948.5622801242605,4581.555813000178
29,Xiamen,118.08187,24.47979,28,Guangzhou,113.25,23.11667,273.57145712598793,1321.3501379185218
30,Fuzhou,119.30611,26.06139,27,Nanjing,118.77778,32.06167,334.809610090227,1617.1304167357964
31,Nandhang,115.88333,28.68333,8,Shanghai,121.45806,31.22222,331.00970147412005,1598.7768581199998
32,Xining,101.76667,36.61667,18,Xi'an,108.92861,34.25833,401.306301525866,1938.3094363699327
32,Xining,101.76667,36.61667,39,Beijing,116.39723,39.9075,789.8876787263312,3815.1574882481796
33,Urumqi,87.58333,43.8,2,Kashi,75.97972,39.45472,649.5445959504327,3137.30039844059
33,Urumqi,87.58333,43.8,18,Xi'an,108.92861,34.25833,1237.4272452159132,5976.773594392861
33,Urumqi,87.58333,43.8,39,Beijing,116.39723,39.9075,1511.274455455321,7299.455619849201
34,Harbin,126.65,45.75,39,Beijing,116.39723,39.9075,622.1059339881017,3004.771661162531
35,Changchun,125.32278,43.88,39,Beijing,116.39723,39.9075,513.3359950990117,2479.4128563282266
36,Shenyang,123.43278,41.79222,39,Beijing,116.39723,39.9075,381.23710185375865,1841.3752019536544
37,Dalian,121.60222,38.91222,38,Tianjin,117.17667,39.14222,232.26742237808827,1121.8516500861663
38,Tianjin,117.17667,39.14222,5,Qingdao,120.37194,36.09861,238.55834318329352,1152.2367975753077
38,Tianjin,117.17667,39.14222,8,Shanghai,121.45806,31.22222,495.32827110132473,2392.4355494193983
38,Tianjin,117.17667,39.14222,28,Guangzhou,113.25,23.11667,915.4152073230503,4421.455451370332
38,Tianjin,117.17667,39.14222,37,Dalian,121.60222,38.91222,232.26742237808827,1121.8516500861663
38,Tianjin,117.17667,39.14222,39,Beijing,116.39723,39.9075,58.93649059496807,284.6632495736958
39,Beijing,116.39723,39.9075,0,Lhasa,91.1,29.65,1457.5545704062188,7039.988575062037
39,Beijing,116.39723,39.9075,1,Lanzhou,103.79222,36.05639,696.3198449024613,3363.2248508788884
39,Beijing,116.39723,39.9075,6,Taiyuan,112.56028,37.86944,230.8722510049729,1115.1129723540191
39,Beijing,116.39723,39.9075,7,Shilazhuang,114.47861,38.04139,144.48606736876044,697.867705391113
39,Beijing,116.39723,39.9075,8,Shanghai,121.45806,31.22222,552.1875674618688,2667.065950840826
39,Beijing,116.39723,39.9075,18,Xi'an,108.92861,34.25833,503.5719470622761,2432.2525043107935
39,Beijing,116.39723,39.9075,19,Zhengzhou,113.64861,34.75778,320.827078866858,1549.5947909269241
39,Beijing,116.39723,39.9075,23,Hong Kong,100.51803,30.13062,1001.8316704590965,4838.846968317436
39,Beijing,116.39723,39.9075,25,Wuhan,114.26667,30.58333,530.5419903970881,2562.517813617935
39,Beijing,116.39723,39.9075,27,Nanjing,118.77778,32.06167,453.9991911980299,2192.8160934864845
39,Beijing,116.39723,39.9075,28,Guangzhou,113.25,23.11667,948.5622801242605,4581.555813000178
39,Beijing,116.39723,39.9075,32,Xining,101.76667,36.61667,789.8876787263312,3815.1574882481796
39,Beijing,116.39723,39.9075,33,Urumqi,87.58333,43.8,1511.274455455321,7299.455619849201
39,Beijing,116.39723,39.9075,34,Harbin,126.65,45.75,622.1059339881017,3004.771661162531
39,Beijing,116.39723,39.9075,35,Changchun,125.32278,43.88,513.3359950990117,2479.4128563282266
39,Beijing,116.39723,39.9075,36,Shenyang,123.43278,41.79222,381.23710185375865,1841.3752019536544
39,Beijing,116.39723,39.9075,38,Tianjin,117.17667,39.14222,58.93649059496807,284.6632495736958
39,Beijing,116.39723,39.9075,40,Hohhot,111.65222,40.81056,252.65284614402404,1220.3132468756362
39,Beijing,116.39723,39.9075,41,Yinchuan,106.27306,38.46806,536.2646709046529,2590.158360469474
40,Hohhot,111.65222,40.81056,18,Xi'an,108.92861,34.25833,391.47674390473935,1890.832673059891
40,Hohhot,111.65222,40.81056,39,Beijing,116.39723,39.9075,252.65284614402404,1220.3132468756362
41,Yinchuan,106.27306,38.46806,18,Xi'an,108.92861,34.25833,272.85953469288785,1317.9115525666484
41,Yinchuan,106.27306,38.46806,39,Beijing,116.39723,39.9075,536.2646709046529,2590.158360469474
